Survey Year ShootLon ShootLat Stock StockId nb_indiv.0 nb_indiv.1 nb_indiv.2 nb_indiv.3 nb_indiv.4 nb_indiv.5 nb_indiv.6 nb_indiv.7 nb_indiv.8 nb_indiv.9 nb_indiv.10 nb_indiv.11 nb_indiv.12 nb_indiv.13
SWE_2 2015 14.026 55.204 a_stock 1 0 0 0 0 1 2 17 27 72 2 1 1 0 0
SWE_2 2015 14.026 55.204 a_stock 1 0 0 0 0 1 2 17 28 72 2 1 1 0 0
SWE_2 2015 14.026 55.204 a_stock 1 0 0 0 0 1 2 17 28 72 2 1 1 0 0
SWE_2 2015 13.978 55.14 a_stock 1 0 0 0 0 1 2 17 27 72 2 1 1 0 0
SWE_2 2015 13.944 55.038 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.944 55.038 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.958 55.002 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.958 55.002 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.958 55.002 a_stock 1 0 0 0 0 0 0 20 28 72 2 1 1 0 0
SWE_2 2015 13.958 55.002 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.958 55.002 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.957 54.967 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.957 54.967 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.957 54.967 a_stock 1 0 0 0 0 0 0 20 28 72 2 1 1 0 0
SWE_2 2015 13.971 54.93 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.971 54.93 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.985 54.893 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.923 54.9 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 20 28 72 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.801 54.915 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 19 27 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 19 28 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 72 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 28 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 29 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 29 71 2 1 1 0 0
SWE_2 2015 13.849 54.944 a_stock 1 0 0 0 0 0 0 20 29 71 2 1 1 0 0
SWE_1 2015 14.026 55.204 a_stock 1 0 0 0 0 1 2 17 28 74 2 1 1 0 0
SWE_1 2015 14.026 55.204 a_stock 1 0 0 0 0 1 2 17 29 74 2 1 1 0 0
