Survey Year ShootLon ShootLat Stock StockId nb_indiv.0 nb_indiv.1 nb_indiv.2 nb_indiv.3 nb_indiv.4 nb_indiv.5 nb_indiv.6 nb_indiv.7 nb_indiv.8 nb_indiv.9 nb_indiv.10 nb_indiv.11 nb_indiv.12 nb_indiv.13
SWE_2 2015 14.511 55.638 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.511 55.603 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.475 55.537 a_stock 0 0 0 0 0 0 2 20 27 63 3 3 2 2 3
SWE_2 2015 14.489 55.5 a_stock 0 0 0 0 0 0 1 21 27 63 3 3 2 2 3
SWE_2 2015 14.489 55.5 a_stock 0 0 0 0 0 0 1 21 27 63 3 3 2 2 3
SWE_2 2015 14.489 55.5 a_stock 0 0 0 0 0 0 1 21 27 63 3 3 2 2 3
SWE_2 2015 14.489 55.5 a_stock 0 0 0 0 0 0 1 21 27 63 3 3 2 2 3
SWE_2 2015 14.43 55.226 a_stock 0 0 0 0 0 0 0 0 0 0 23 24 18 15 24
SWE_2 2015 14.43 55.226 a_stock 0 0 0 0 0 0 0 0 0 0 23 24 18 15 24
SWE_2 2015 14.43 55.226 a_stock 0 0 0 0 0 0 0 0 0 0 23 24 18 15 24
SWE_2 2015 14.43 55.226 a_stock 0 0 0 0 0 0 0 0 0 0 23 24 18 15 24
SWE_2 2015 14.43 55.226 a_stock 0 0 0 0 0 0 0 0 0 0 23 24 18 15 24
SWE_2 2015 14.821 55.565 a_stock 0 0 0 0 0 0 2 18 19 45 9 9 7 6 9
SWE_2 2015 14.834 55.528 a_stock 0 0 0 0 0 0 2 18 19 45 9 9 7 6 9
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 26 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 26 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 26 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 26 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 26 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 27 61 3 4 3 2 4
SWE_2 2015 14.859 55.455 a_stock 0 0 0 0 0 0 0 21 27 61 3 4 3 2 4
