Survey Year ShootLon ShootLat Stock StockId nb_indiv.0 nb_indiv.1 nb_indiv.2 nb_indiv.3 nb_indiv.4 nb_indiv.5 nb_indiv.6 nb_indiv.7 nb_indiv.8 nb_indiv.9 nb_indiv.10 nb_indiv.11 nb_indiv.12 nb_indiv.13
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 0 2 43 0 0 0 0 21
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 43 0 0 0 0 21
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 43 0 0 0 0 21
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 43 0 0 0 0 20
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 0 3 47 0 0 0 0 17
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 47 0 0 0 0 16
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 47 0 0 0 0 16
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 47 0 0 0 0 16
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 47 0 0 0 0 16
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 47 0 0 0 0 16
DNK000001391 2015 10.826 54.905 a_stock 1 0 0 0 0 0 0 0 3 46 0 0 0 0 17
DNK000001391 2015 10.826 54.905 a_stock 1 0 0 0 0 0 0 0 3 46 0 0 0 0 17
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.888 54.9 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.826 54.905 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.826 54.905 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 23
DNK000001391 2015 10.977 54.997 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 39 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.994 54.96 a_stock 1 0 0 0 0 0 0 1 3 39 0 0 0 0 24
DNK000001391 2015 10.994 54.96 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.994 54.96 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.932 54.966 a_stock 1 0 0 0 0 0 0 1 3 40 0 0 0 0 24
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.834 a_stock 1 0 0 0 0 0 0 1 2 41 0 0 0 0 23
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 44 0 0 0 0 19
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 44 0 0 0 0 19
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 44 0 0 0 0 19
DNK000001391 2015 10.844 54.869 a_stock 1 0 0 0 0 0 0 1 3 44 0 0 0 0 19
DNK000001403 2015 11.543 56.411 a_stock 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA
