1 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0
0.8809128 0.1190872 0 0 0 0 0 0 0 0 0
0.0991132 0.9008868 0 0 0 0 0 0 0 0 0
0 0.995822 0.004178 0 0 0 0 0 0 0 0
0 0.7172594 0.2827406 0 0 0 0 0 0 0 0
0 0.0676044 0.9316073 0.0007882 0 0 0 0 0 0 0
0 0 0.8878211 0.1121789 0 0 0 0 0 0 0
0 0 0.228487 0.77032 0.001193 0 0 0 0 0 0
0 0 0.0018843 0.8697475 0.1283682 0 0 0 0 0 0
0 0 0 0.1987256 0.7950308 0.0062436 0 0 0 0 0
0 0 0 0.001146 0.6584788 0.3401077 0.0002674 0 0 0 0
0 0 0 0 0.0479221 0.8363979 0.1156463 0.0000337 0 0 0
0 0 0 0 0.0000061 0.0375905 0.2247378 0.2458844 0.2458906 0.2458906 0
