0.412875 0 0 0 0 0 0 0 0 0 0
0.325075 0.00005 0 0 0 0 0 0 0 0 0
0.253975 0.087225 0 0 0 0 0 0 0 0 0
0.008075 0.3653 0 0 0 0 0 0 0 0 0
0 0.38655 0.01225 0 0 0 0 0 0 0 0
0 0.159425 0.27165 0 0 0 0 0 0 0 0
0 0.00145 0.461 0.00895 0 0 0 0 0 0 0
0 0 0.2488 0.266975 0.0001 0 0 0 0 0 0
0 0 0.006275 0.53365 0.03225 0 0 0 0 0 0
0 0 0.000025 0.188975 0.449775 0.002125 0 0 0 0 0
0 0 0 0.00145 0.4884 0.238 0.000275 0 0 0 0
0 0 0 0 0.029475 0.67205 0.14165 0.00015 0 0 0
0 0 0 0 0 0.087825 0.759125 0.1515 0.000325 0 0
0 0 0 0 0 0 0.09895 0.84835 0.999675 1 0
