LE_MET_level6 mapped_stk_code
0 314
0 514
0 524
0 0
0 324
0 311
0 511
0 322
0 312
0 512
0 313
0 323
0 522
0 513
0 325
0 525
0 523
0 315
0 515
0 326
0 526
0 316
0 516
0 521
1 314
1 514
1 524
1 0
1 324
1 311
1 511
1 322
1 312
1 512
1 313
1 323
1 522
1 513
1 325
1 525
1 523
1 315
1 515
1 326
1 526
1 316
1 516
1 521
2 314
2 514
2 524
2 0
2 324
2 311
2 511
2 322
2 312
2 512
2 313
2 323
2 522
2 513
2 325
2 525
2 523
2 315
2 515
2 326
2 526
2 316
2 516
2 521
